# dialogue_ru.tsv — перевод реплик, записываемый прямо в базу Dialogue System.
# Колонки: conversationId | entryId | перевод.  Ищется по паре id, кладётся в поле «ru».
# Строки с # пропускаются. « \n » разворачивается в перенос строки.
#
# --- LOCKED (2026-08-29): согласовано с пользователем ---
#
# Реплики, у которых перевода в игре не было вовсе
348	35	Как видите, меня зовут Эрик, и я вожу этот корабль, «Счастливый день», по портам континента. Не знаю, слышали ли вы, но корабль достался мне от отца — он был пиратом.
351	16	Увы, романтики тебе не хватает. Ты про случай в игорном доме «Счастливый день», верно? Но первыми смухлевали как раз люди со «Счастливого дня».
#
# «Зелёные листья» — организация (Green Leaves)
309	23	Берегите этот значок — он знак вашего членства в «Зелёных листьях». Захотите поработать — приходите, пристрою.
309	78	Вы только что показали редкую способность выходить за рамки обыденного. Объявляю: вы официально приняты в «Зелёные листья» на ранг корня! Не удивляйтесь — сила у вас есть.
309	103	С заданием Альдуса тоже покончено, но он с радостью останется в вашем отряде. Хоть он и самый доверенный мой человек, я никогда не заставляю членов «Зелёных листьев» делать то, чего они не хотят. Отныне он будет следовать за вами.
423	16	Может, да, а может, и нет. Я ведь не могу быть уверен, что мой вышестоящий — «настоящий Зелёный лист». Этим они и особенны. Они никогда не боялись, что их имя присвоят, и даже пользуются этим. Проделки самозванцев и подражателей — тоже часть славы «Зелёных листьев». Если бы однажды каждый вор и убийца назвался «Зелёным листом», они были бы только рады.
#
# «Уродливый переулок» — банда (Ugly Alley)
224	64	Хочешь подружиться с шайкой Уродливого переулка? Сперва имя себе сделай. Чёрт, да я о тебе и не слыхал. Так что вали отсюда.
225	8	А, свежее лицо. Хочешь вступить в «Уродливый переулок»?
#
# «Фиолетовая Мандатура» — так этот предмет называется в самой игре
90	251	Где мне искать Пурпурную мандатуру?
90	271	Постой, Салли, у меня ещё вопрос. Мне сказали, Пурпурная мандатура очень ядовита.
229	79	Верить или нет — дело твоё. Впервые слышу, чтобы Пурпурной мандатурой кого-то лечили.
229	108	А вам-то зачем Пурпурная мандатура?
#
# --- LOCKED (2026-08-29): сверка длин ru/en, потерянные куски текста ---
# Найдено сравнением длины оригинала и перевода в review/dialogue_dump.tsv.
# Машина обрывала длинные реплики на середине либо выдумывала своё.
#
106	61	К древним руинам. Куда именно — не скажу, пока не подпишете бумагу. Меньше знаешь — крепче спишь, верно? Слыхали о Перворождённых, старшем народе, что жил ещё до эльфов? Руины их. Мы идём туда выяснить, что на самом деле случилось тысячи лет назад. Говорят, в таких местах хранятся древние знания и мощь, какую и вообразить нельзя. На подобных походах люди наживали состояния ещё со времён Империи Тали. Но пока не впишете своё имя — место остаётся тайной. Секрет ремесла, сами понимаете.
94	21	Возможно ли, что после нападения ваша жена ушла в Бреа одна? Может, звери её и не догнали. Говорят, к северу есть городок под названием Бреа — вдруг она направилась туда, к людям, искать укрытия?
174	285	Нельзя усидеть на двух стульях. Как говорится, рыбки и медвежьей лапы разом не заполучишь, верно? Так или иначе, из-за пары рыбаков себя утруждать не стоит. Идём.
181	199	Эти люди прячутся по своим норам, варят Молоко Мары, а потом сбывают его наверх через сговорчивых торговцев с Большого рынка.
100	26	А Фатина всё это время ждала тебя и не успокоится, пока тебя не увидит.
220	42	Я ищу человека с таким же выговором, как у тебя, только у него ещё и кандалы на ногах.
195	35	[Убеждение] Мастер Шантилин обычно ведёт себя странно? Если расскажешь, это может помочь разобраться.
195	24	Кто ты? Посторонним сюда нельзя!
199	3	Иди пей в другом месте. Не заставляй меня повторять.
155	70	Сволочи! Пока вы не очухались, я перебью столько ваших, сколько успею!
174	470	Братья! Бросьте этого мерзавца в море, пусть идёт на корм рыбам!
168	15	Увы, как же мне ей это объяснить? Такое непросто объяснить даже при самых удачных обстоятельствах……
383	78	(Передаёте кровавый завет) Не забудьте, что вы мне обещали.
14	24	Ты похож на колдуна. Разве вашему брату не положено сидеть в башнях? Что ты здесь делаешь?
485	24	Ты похож на колдуна. Разве таким, как ты, не положено сидеть в башнях? Что ты здесь делаешь?
39	225	Ты меня подвёл. Мне пришлось делать твою работу за тебя.
93	84	Нет, пожалуй, оставлю себе. По-моему, это справедливо, разве нет?
95	61	Я ищу женщину по имени Салли. Не видел ли ты одинокую молодую женщину?
99	2	Да. А что, с этим какие-то сложности?
40	2	Нет, не думаю. А что, что-то случилось?
226	64	Что ж, правду я узнаю и без тебя.
340	1	О путник, ты кажешься необычайным. Я — Бастьен. Не желаешь ли выслушать мою историю? Быть может, ты — тот, кого сама судьба послала мне в помощь.

# --- LOCKED (2026-08-29): перенесено из translations.txt ---
# Раньше эти реплики правились целой строкой вместе с префиксом говорящего,
# и каждую приходилось заводить дважды — под «Имя: » и под «Имя; ».
# Теперь текст пишется прямо в базу, префикс к делу не относится.
89	44	Они? Я слышу доброту в твоих словах, но я знаю, как выглядит Земля Безвластия для других. Видишь ли, то, что я никуда не выходила, не значит, что другие сидели дома, так ведь? Купец из Секурида рассказал мне, что Земля Безвластия похожа на свалку в трущобах их большого города: грязная, вонючая и неухоженная.
89	20	У меня много учителей, некоторые из них — враги, с которыми я сражалась. Может, я и молода, но драться мне доводилось немало.
89	18	Хорошо, но не жди от меня добрых слов. Знаешь, откуда у Земли Безвластия такое название? Оттого что нет у неё ни лорда, ни законного правителя. Она сама по себе. А знаешь, что это значит? Хаос, разбой, никаких законов. Если Фриленды — мутный пруд, то Земля Безвластия — водоворот в нём, что мутит воду ещё пуще.
89	15	Да, я родилась в Брее. И восемнадцать лет я почти нигде не бывала, кроме Земли Безвластия. Довольно грустная жизнь, не так ли?
102	17	Всё это случилось через неделю после безвременной кончины моей матери. Ветрянка забрала её... бедную женщину. По крайней мере, всё случилось быстро, и она не сильно мучилась. А сейчас я просто хочу выпить — прошу тебя, не купишь ли мне бутылку вина?
103	48	На что вы намекаете? Вам заплатят! Наш договор в силе. Но вернёмся к моей истории. Проснувшись вчера утром, я обнаружил на своей кровати вот это письмо.
103	96	Не здесь — похоже, я тебя ввёл в заблуждение. Я просто шёл пополнить запасы. Лавка у меня на Большом рынке. Захочешь вести дела — ищи меня там, но только если я сперва улажу нынешние свои неприятности. Иначе я тут и застряну.
104	2	Играем в линчевателя, да? Точно понимаешь, во что ввязываешься? Мне кажется, ты ошибаешься, приятель.
104	24	Да... разве этого имени недостаточно, чтобы отбить у тебя охоту лезть в мои дела?
248	2	(Доска объявлений) Позвольте мне посмотреть, что работало в последнее время.
269	96	Спасибо. Мы с Мартиной готовы. Ну что, отправляемся?
269	90	Ну да ладно, к делу. Проблема, которую Тэлбот на меня свалил, — это группа беженцев. Беглые крестьяне из какого-то восточного королевства недавно пришли в Бреа и разбили лагерь в северном лесу. Люди они не плохие, и особых проблем от них быть не должно, но в последнее время у них случилось несколько стычек с местными. Тэлбот считает их источником нестабильности и хочет, чтобы я от них избавился.
269	89	Дело в том, что мэр Тэлбот попросил меня стать трибуном Бреа — эта старая лиса каждый раз втягивает меня, стоит ему столкнуться с проблемой, которую он не может решить сам. Я не хотел вмешиваться, но представь себе — он устроил среди горожан всенародное голосование за трибуна Бреа, и, что неудивительно, все проголосовали за меня. Теперь он навесил на меня это звание всенародно избранного трибуна, и отказаться мне уже нельзя.
269	91	Раз уж я теперь трибун, я обязан отвечать за безопасность города и его жителей, так что я решил пойти и поговорить с ними. Но эти люди — отчаявшийся народ, и если я надавлю на них слишком сильно, я не могу гарантировать, что обойдётся без конфликта. Поэтому мне нужны люди — люди с крепкими кулаками, и ты — первое имя, что пришло мне в голову. Что скажешь? Пойдёшь со мной? Я заплачу тебе 10 серебряных монет.
269	1	А, это ты. Я как раз гадал, когда же ты меня навестишь. Должно быть, моё письмо до тебя дошло. Как я и писал, у меня есть для тебя работа.
301	6	Это не беда, ведь я — глас моего Господа. Его воля будет явлена через мои уста.
301	12	Неоправданно. Братья и сёстры, как жаль, что воля нашего Господа вновь обернётся кровавым насилием. Обнажите оружие и исполните волю Господа — сделайте всё, что необходимо.
301	11	Вы предупреждены. Уходите — или пусть говорит оружие в наших руках.
301	10	Вы бросаете вызов воле истинного Бога, и я вас предупреждаю…
301	13	Нужно помочь этим беженцам избавиться от этих фанатиков — лёгкой добычей они не выглядят.
301	9	Впервые слышу, чтобы кто-то так свято говорил о грабеже. Мне надоело, что кучка людей в нелепых одеяниях врывается в мой лагерь, несёт какую-то кощунственную чушь, а потом требует выдать моих людей и их пожитки. Фарс. Убирайтесь из моего лагеря, иначе не обещаю, что всё пройдёт мирно.
303	7	И как мы, бедняги, поставили под угрозу безопасность жителей Бреи? (оглядывается) Насколько я помню, мы живём не в городе. На самом деле этот лес находится далеко от города.
303	3	Кхм. Я была права. Ты пришёл сюда сегодня не для того, чтобы свести знакомство с новыми соседями и заодно выпить чаю, верно?
303	12	Несколько дней назад я отправила нескольких молодых людей за припасами в округу. Они ушли на восток и до сих пор не вернулись; боюсь, с ними что-то случилось. Я хотела бы попросить тебя найти их и поскорее вернуть в лагерь.
315	1	Итак, мы на месте — Стирруп. Я знаю двоих, кто мог бы сказать нам, где чёрный рынок рабов. Один — Рида Ислейр, хозяин местной таверны «Поцелуй Дьявола». Человек он осведомлённый, вот только неизвестно, станет ли помогать. Другой — Диггори, главарь местной шайки «Уродливый переулок». Этот хитрый старый пройдоха кормится сплетнями да контрабандой. Где рынок, он знает наверняка, но вытянуть из него что-нибудь непросто — обойдётся в кругленькую сумму.
357	7	(Доска объявлений) Позвольте мне посмотреть, что работало в последнее время.
395	54	(Доска заданий) Погляжу, что нынче предлагают.
#
# --- LOCKED (2026-08-29): проверка на английские хвосты в русском тексте ---
#
# Чужие языки вместо русского — брак разработчиков, переведено с оригинала
85	73	Почему? Я ещё не навеселился вдоволь! Ты правда хочешь, чтобы я ушёл?
475	176	Куда мне идти, чтобы связаться с уцелевшими из каравана?
#
# Русский текст, записанный ЛАТИНИЦЕЙ (разговор 503 — целиком)
503	27	Чего?! Уходишь посреди разговора? Ладно, разберёмся без тебя!
503	28	…Тьфу. Неважно. Одним свидетелем больше, одним меньше. Пошли, гном.
503	29	(Вы уходите. Спор охотников на льва вас больше не касается.)
#
# К переводу был приклеен его же транслит латиницей
340	11	До глубокой ночи старый кузнец, десятки лет работавший на Кертисов, тайно взломал дверь часовни. Он сказал моей матери: «Это уже третье поколение… Каждый раз, когда новый лорд вступает в права, пропадает девушка. И все они были беременны, без исключений». Старый кузнец поднял кузнечный молот, разбил потайную дверь в склеп семьи Кертис и бежал с моей матерью.
#
# «Жадеит магнолии» — название согласовано в словаре (Kindling Jadeite).
# Игра звала его четырьмя способами разом, включая «Разжигание жадеита».
202	23	Мне нужен кусок жадеита, чужестранец. Если точнее, он называется «жадеит магнолии», вещь особенная. Думаю, он есть у Мэдлин, хозяйки алхимической лавки. Эта старая брюзга ни за что со мной не поделится. Принесёшь мне жадеит магнолии — буду очень рад.
215	86	У вас есть жадеит магнолии?
215	87	Жадеит магнолии? Разумеется. Я же говорила, что я не только алхимик, но и коллекционер. Собрание у меня обширное.
215	88	Мне он нужен. Не отдашь ли мне жадеит магнолии?
215	90	Могу я взглянуть на ваш жадеит магнолии?
#
# Название банды в одной реплике трижды разное
224	33	Ты, должно быть, новичок в Стиррупе. Банда Лица Вурдалака и банда Голубых Глаз — две крупнейшие в городе, и они постоянно грызутся. Сейчас Лицо Вурдалака оттеснили на окраину, а верх держат Голубые Глаза.
#
# Пометки в скобках, не попавшие под общие правила
80	6	[Провал: нужен навык 1] Вы попытались прочесть надпись, но знаний не хватило. По правде говоря, ни один из знаков на статуе вам ни о чём не говорит.
383	49	(Достаёте кровавый завет) Думаю, лорд Гаспар сочтёт то, что я держу в руках… весьма любопытным.
449	19	[Провал: [var=Bargain]/5] Рядиться я не люблю, и если вы не согласны — боюсь, нам не о чем говорить.
484	58	[Провал: Грамотность/6] Вы с Огом долго исследовали, но ничего не добились. Вы оставили эту затею.
#
# Слово Elf, оставшееся латиницей внутри русской фразы
54	8	[Эльф] О чём ты говоришь? Я и есть эльф.
441	8	[Эльф] О чём ты говоришь, я и правда эльф.
54	31	[Эльф] Кажется, кое-что я понимаю, но это точно не тот эльфийский, который знаю я.
#
# Пропущен пробел после вопросительного знака
54	36	Общий язык? Lingi le firstborn?
441	36	Общий язык? Lingi le firstborn?
96	3	Я не отвечаю на вопросы. Я плохо владею человеческим языком. Вождь Хавдан знает — пойди поговори с ним.
#
# --- LOCKED (2026-08-29): Warden Forest — «Лес Стражей» ---
# Игра зовёт его и «Лесом Стражей» (44 раза), и «Уорден Вудс» (12).
# Подстрокой не свести: падежи разъезжаются, поэтому построчно.
401	3	Что? О чём ты болтаешь? Я такого не говорил! Она из Леса Стражей, а мы живём в Гринтауне. Понятно, что она кажется тебе странной и ненадёжной. Но если мы откажемся доверять чужакам, то так и застрянем здесь навсегда — за книгами, пропадая в этой дыре.
401	53	Это первый эльф, которого мы видели из... ну... леса. Я слышал, наш народ в Лесу Стражей до сих пор считает нас предателями.
401	81	Разве ты не будешь скучать по здешним друзьям, когда доберёшься до Леса Стражей?
401	95	Я был рад с ними познакомиться... кто знает, может, наши пути ещё пересекутся, когда я обоснуюсь в Лесу Стражей.
401	102	Не могу дождаться, когда доберусь до Леса Стражей.
401	103	Конечно, мисс Рона, конечно, я хочу уйти в Лес Стражей... но я...
402	4	Конечно, расскажи мне про этот Лес Стражей.
402	17	Думаю, через несколько дней я покину это место и вернусь в прекрасный Лес Стражей. Край свободы и красоты. Дай знать, если захочешь со мной, ладно, сладкий?
402	29	А каков он, Лес Стражей?
402	49	Прекрасный Лес Стражей не чета этому месту, забитому беспорядочной каменной кладкой. Во всём Лесу Стражей нет людей, не говоря уже о постройках... привычную суету сменяет щебет птиц и фруктовые деревья, а осенью ветви ломятся от плодов.
402	72	В таком случае... мне нечего скрывать. Да, я не из Леса Стражей. Я делец, как и большинство жителей Фрилендов.
402	90	Будет время — заходите ко мне в Лес Стражей. Буду рад разделить с вами свою жизнь!
#
# --- LOCKED (2026-08-29): остатки английского в русском тексте ---
66	41	[Запугивание] В ваши-то годы всё ещё придумываете новые способы нажиться? Советую вызваться в свидетели по доброй воле. Ваши старые кости грубого обращения не переживут. Ясно?
92	1211	Благородный порыв. Не всякий так легко откажется от награды.
101	86	Мы принимаем беженцев со всего света, если они могут принести пользу Мироземью. Другие народы боятся одарённых, а Мироземье их привечает — ведь наш король величайший из архимагов: Сандро, Король-Колдун.
125	19	Сейчас я представляю твоего господина. Понимаешь, что это значит?
262	664	Вы находите бандану с эмблемой «Косатки», которая сюда не вписывается.
326	38	Ага, двинулись!
330	11	Дайте-ка взглянуть. Ну надо же! Эта монета из моего родного города, из Секурида, до чего же дорога сердцу! На вид обычная, как и многие золотые монеты, что я видел в Секуриде. Но да, я чувствую в ней глубокую силу судьбы, очень мощную!
330	211	В Секуриде маги считаются мощным и опасным оружием, требующим строгого надзора. Всех божественно одарённых собирают вместе, дают им единое магическое учение, и они становятся магами. Маги работают на королевство, их уважают, но вместе с тем боятся. Поэтому магов строго ограничивают в передвижении, им не позволено вступать в брак и иметь детей. И выбора у магов нет. Если они не подчинятся власти Божественного Круга, их сочтут врагами, будут преследовать и хватать.
359	22	Итак, начнём с первого этажа, где мы с вами стоим. Это общая зала. Здешние торговцы продают магические вещицы, каких больше нигде не сыщешь. А ещё члены Ассоциации могут брать у меня поручения и получать за них плату.
401	1	Ты забыл, ради чего мы основали Элкеров? Теперь мы можем вернуться на землю предков. Не знаю, что и думать о твоих колебаниях.
444	77	Рефоргер, похоже, нам придётся разобраться с этими марионетками Бога Порядка.
453	251	Конечно, конечно. И ещё я дам тебе кое-что особенное: бутыль отменной медовухи Линдел! Попробуй. Никакое другое вино с медовухой Линдел и рядом не стояло.
467	195	Для следующего отборочного турнира вы приглашаетесь на арену Пустынного форта. Это владение Дома Нестора, место, где знать являет боевое мастерство и рыцарство. Арена там опаснее, зато и правила куда сложнее. Следите за своим поведением и уважайте дворянские обычаи, которых там держатся.
467	214	Дамы и господа! Почётные гости Фрилендов! \n Отложите на мгновение свои кубки и обратите свой взор, своё сердце, свою жажду крови и славы на эту священную арену! Сегодня вы станете свидетелями настоящего столкновения ценностей!
491	106	(Сдаться)
#
# --- LOCKED (2026-08-29): перевод длиннее оригинала — дописанная отсебятина ---
39	328	Я владею ареной. Естественно, я приставлю этого дурня к её главному ремеслу — сделаю гладиатором.
102	23	Я знаю, каково это — потерять всякую надежду. Мне доводилось оставаться ни с чем, меня травили бандиты, в странствиях меня били чудовища, ночевать приходилось под открытым небом, без крыши над головой. Доводилось и дружить с гладиаторами-рабами, что мечтали о свободе, хотя любой день мог стать для них последним. И даже они не сдавались. Секрет выживания в том, чтобы никогда не расставаться с надеждой, какой бы далёкой она ни казалась. Надежда — как счастливая звезда: она проведёт тебя целым и невредимым даже сквозь самую тёмную ночь.
115	36	О, Гарольд? Ну, для начала, никто не станет спорить, что он отличный кузнец, да и искатель приключений хороший. Но он не консерватор. Он идеалист, из тех, кто мечтает изменить мир... если вы понимаете, о чём я.
116	27	[Успех] Дай подумать... а ведь ты дело говоришь. Ты не похож на того, кто бросает начатое, а если бы и бросил, Магнолия просто прислала бы другого. И хлопот у меня стало бы без конца. И всё же не верю, что ты сумеешь подделать мою смерть. Магнолию не так-то легко обмануть.
155	16	Может, вам стоит подозревать своих поставщиков, а не меня.
185	35	Он трудолюбивый молодой человек, хотя и со странностями. Сейчас-то он в хорошем платье, а когда только пришёл в гильдию, явился в грубой одежде со старым чемоданом на плече — мы его чуть не вышвырнули вместе с прочими бродягами. А за считаные месяцы он переменился до неузнаваемости.
226	51	Прощайте, странник. Я должен... должен бежать, пока смелости хватает. Если Филлис спросит — скажите, что я умер здесь, на ферме.
449	23	Когда группа Катуса бежала, припасов у них было немного, так что далеко уйти они точно не могли — должны быть ещё в лесу у Пустынного форта.
#
# «свободной земле» — предлоги в трёх репликах разные, подстрокой не свести
53	46	Но постепенно я начал думать, что, может, это и неплохо. Скажите — если однажды я тоже сделаю себе имя во Фрилендах, разве прозвище Кобольд не поможет людям меня запомнить?
222	33	Меня зовут Рул, я священник. Никто во Фрилендах. Славы у меня мало, да она мне и не нужна.
#
# --- LOCKED (2026-08-29): «ты» и «вы» в одной реплике ---
# Персонаж скачет с одного обращения на другое внутри фразы — объективный
# брак. Форма выбрана по тому, как этот же персонаж говорит в остальных
# репликах разговора. Подстрокой не свести: меняются и глаголы.
#
# Разговор 174 (пираты Пиратского острова) — «ты»
174	4	Эй, ты как раз вовремя. Помнишь, о чём мы говорили раньше? Теперь ты удостоен моего одобрения. Сегодня есть отличная возможность: если присоединишься к команде, я расскажу тебе свой план.
174	38	Не знаю твоих намерений, но похоже, ты собираешься пойти против Теодора. Честно говоря, я восхищаюсь твоей дерзостью. Что до твоего желания одолжить мою силу — да, сила против Теодора у меня есть. Вот только помогать незнакомцу, которого я знаю без году неделя, мне совершенно ни к чему.
174	39	Как старый пират, проживший здесь много лет, скажу: осмотрительность — одна из главных вещей, которым я научился. Если тебе от меня что-то нужно — постарайся заслужить моё доверие. Здесь всюду мои люди, и чем ты занимаешься, я узнаю в любой миг.
174	45	Я всегда здесь. Чем выше твоя слава среди пиратов, тем больше моего доверия ты завоюешь. И я выберу подходящее время, чтобы допустить тебя к моему плану.
174	90	Как только мы схватим Теодора и всё уляжется, пираты перейдут на нашу сторону. После этого мы соберём всех и выгоним рыбаков с Пиратского острова. А та гладиаторская арена мне вовсе не важна. Делай с ней что хочешь, обещаю. И другие щедрые награды ты, конечно, тоже получишь.
174	96	Что ж… я, конечно, об этом думал. Есть способ побезопаснее — а может, и порискованнее. Насколько я знаю, еду Теодора готовят отдельно. Не подсыпешь ли ты приготовленный мною яд ему в еду перед ужином? Когда он будет отравлен, мы свалим всё на рыбаков и избежим кровавой драки. А может, у тебя есть другой выход: просто тихо убить Теодора.
174	97	Я знал, что не ошибся в тебе. Ещё рано, так что готовься к жестокой битве. Как будешь готов — приходи, дай знать, и мы начнём.
174	107	Тогда я ставлю всё на тебя, напарник. Вот монета — пропуск на праздник. Тебе нужно заранее, до начала пира, попасть на гладиаторскую арену «Клинок и Вино» и подсыпать этот пузырёк с ядом в еду Теодора. Пиршественную еду готовят на кухне, а Теодор, как обычно, ещё спит один у себя — возможностей более чем достаточно. Помни: не оставляй следов. Увидимся на пиру.
174	139	Эй, в любом случае мы с моими людьми пойдём за тобой на арену, и стража нас непременно остановит. Часть своих я оставлю занимать охрану, а ты возьмёшь остальных и двинешь прямиком в логово Теодора, в его особняк, и прикончишь его. Помни: всё решает скорость!
174	164	Это твоё соглашение, Теодор, а не наше. Я знаю одно: жизнь здесь куда менее свободна, чем в Похоронном заливе. Пираты сроду не имели привычки делиться с кучей трусов. А ты всё упорствуешь, защищая этих рыбаков. Мы не рабы на твоей гладиаторской арене! Ты знаешь, как поступают пираты: разозлишь нас — скормим тебя рыбам. А теперь получай, твоё время вышло, Теодор.
174	172	Платишь за власть, да, Фрэнк? Ты и правда из кожи вон лезешь. Сегодня ты можешь заплатить, чтобы обратить его клинок против меня, а завтра кто-то заплатит больше — и клинок обратится против тебя самого. Но, к счастью, этот день не настанет: сегодня я оборву твою жизнь здесь.
174	179	Ты это видишь? Рыбаки плюют нам в лицо, а мы тут грыземся друг с другом? Лучше присоединяйся ко мне, берись за оружие — и покажем им, кому принадлежит этот остров!
174	196	Держись, приятель, такое пропускать нельзя. Я пойду первым, а ты просто отнеси эту золотую монету в особняк Теодора и найди меня там. Стража тебя впустит.
174	241	Рис, ты всё ещё придуриваешься! Говори! Кто велел тебе отравить еду капитана Теодора!
174	243	Если не ты, то кто же? Ты готовил все эти блюда — у кого ещё была возможность их отравить!
174	250	Эй, ты! Я тебя не знаю, ты не из наших! Что скажешь на обвинения повара?
174	303	Я не забуду нашего уговора. После этого гладиаторская арена больше не откроется. Не нужно нам, чтобы по нашей земле разгуливала толпа посторонних. Ты, впрочем, исключение. Тебе на Пиратском острове всегда рады, в любое время, друг мой.
174	320	Насколько я знаю, еду Теодора готовят отдельно. Не подсыпешь ли ты приготовленный мною яд ему в еду перед ужином? Когда он будет отравлен, мы свалим всё на рыбаков и избежим кровавой драки. А может, у тебя есть другой выход: просто тихо убить Теодора.
